Id,MW,NumOfAtoms,NumOfC,NumOfO,NumOfN,NumHBondDonors,NumOfConf,NumOfConfUsed,C.C..non.aromatic.,C.C.C.O.in.non.aromatic.ring,hydroxyl..alkyl.,aldehyde,ketone,carboxylic.acid,ester,ether..alicyclic.,nitrate,nitro,aromatic.hydroxyl,carbonylperoxynitrate,peroxide,hydroperoxide,carbonylperoxyacid,nitroester,parentspecies_apin,parentspecies_apin_decane,parentspecies_apin_decane_toluene,parentspecies_apin_toluene,parentspecies_decane,parentspecies_decane_toluene,parentspecies_toluene,log10_pSat_Pa
27667,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,173,15,0,0,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-7.683417653110441
27668,-0.8511294548653161,-0.9984844016383804,-0.5927774436012687,9,0,3,160,28,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.791357380199299
27672,0.0511447307993675,-0.6168622800627043,-0.5927774436012687,11,1,2,94,40,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.9419009317573055
27674,2.196972493941621,0.9096262062399996,0.096009495637855,16,2,3,490,40,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-3.337479774448071
27677,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,80,20,1,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,-5.985866786018107
27683,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,135,40,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.148637681394473
27685,-0.2696682840587491,-0.8076733408505423,-0.5927774436012687,10,1,1,11,8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.6489481102653762
27690,-0.229969802103853,-1.1892954624262182,-1.2815643828403924,11,1,2,37,17,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-2.2951784238255435
27692,-0.3497950389549855,-0.8076733408505423,0.096009495637855,9,1,2,48,9,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.528144068379767
27704,0.0511447307993675,-0.6168622800627043,-0.5927774436012687,11,1,2,167,40,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.617016057037266
27730,1.5553464642253878,0.5280040846643237,0.096009495637855,14,2,2,173,40,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3.854629071797204
27733,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,575,40,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,-7.762942129055482
27753,-1.5728822394777855,-1.3801065232140564,0.096009495637855,6,0,1,20,15,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.946817230759646
27755,-0.0289820240968682,-0.6168622800627043,0.096009495637855,10,1,1,17,10,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-2.0256053822142825
27756,-1.813568499439666,-1.5709175840018943,-0.5927774436012687,6,0,1,22,13,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.231365134147349
27757,-0.2696682840587491,-0.8076733408505423,-0.5927774436012687,10,1,1,31,19,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.9352139615744173
27759,-1.4530570026266534,-1.7617286447897322,-1.2815643828403924,8,0,2,28,14,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-3.719763361237898
27760,-1.1322439877685366,-1.5709175840018943,-1.2815643828403924,9,0,3,41,21,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-3.766020144101485
27764,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,127,25,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-6.716008396246193
27765,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,2,81,40,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,-3.021103782681123
27770,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,2,70,3,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.721277065891828
27773,-0.5700149219620955,-0.4260512192748663,0.096009495637855,9,0,3,191,24,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.917126745987177
27777,-1.2123707426647732,-1.5709175840018943,-0.5927774436012687,8,0,1,25,16,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1.372218959741076
27779,-0.6508714678447762,-1.1892954624262182,0.096009495637855,9,0,1,38,26,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-0.7519325436622397
27781,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,2,199,40,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-5.603624161145391
27786,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,89,40,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,-3.874231456513504
27788,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,2,163,40,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-6.26537504393433
27789,1.8761594790835048,0.7188151454521616,0.096009495637855,15,2,2,295,40,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,-5.561660372442407
27790,-0.2492019071039788,-0.2352401584870283,0.096009495637855,10,0,3,251,40,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-7.642525394640887
27791,0.0511447307993675,-0.6168622800627043,-0.5927774436012687,11,1,3,22,1,0,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-6.623045166811538
27794,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,4,190,2,0,0,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-7.575565732531406
27803,0.6126440056193639,-0.2352401584870283,0.096009495637855,12,1,2,67,30,0,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-4.864430016406827
27808,-0.8511294548653161,-0.9984844016383804,-0.5927774436012687,9,0,3,94,25,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-3.953855093139381
27810,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,145,34,0,0,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.827127694220221
27811,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,4,143,19,0,0,3,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,-6.821456335148992
27812,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,212,40,0,0,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-7.590151562209626
27818,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,345,40,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-5.832033558300672
27819,0.0107164578580271,-0.9984844016383804,-0.5927774436012687,11,1,1,19,12,0,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-2.704646992910534
27824,0.0511447307993675,-0.6168622800627043,-0.5927774436012687,11,1,2,90,27,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-3.737530879116709
27828,1.5553464642253878,0.5280040846643237,0.096009495637855,14,2,2,224,40,0,0,1,1,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-5.389160043218303
27830,-0.2292400111174087,-0.4260512192748663,-0.5927774436012687,10,1,2,34,19,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-3.119760660509177
27835,0.9334570204774812,-0.0444290976991903,0.096009495637855,13,1,2,122,11,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-5.327407808294321
27837,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,340,40,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,-6.525937506304546
27841,-2.6966105801042235,-2.90659500951676,-1.9703513220795164,5,0,1,7,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1112625136590653
27852,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,3,92,15,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.809392077532912
27865,0.9334570204774812,-0.0444290976991903,0.096009495637855,13,1,2,116,40,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.932330319916734
27866,-0.3497950389549855,-0.8076733408505423,0.096009495637855,9,1,2,38,8,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.234254023321248
27871,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,3,64,13,1,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.708415738740498
27876,-0.3497950389549855,-0.8076733408505423,0.096009495637855,9,1,1,25,16,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.788645085773464
27887,0.0107164578580271,-0.9984844016383804,-0.5927774436012687,11,1,1,47,32,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.330415399437635
27889,-0.6508714678447762,-1.1892954624262182,0.096009495637855,9,0,1,31,17,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.550709006525989
27899,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,315,40,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-3.2616298796368643
27904,-0.0289820240968682,-0.6168622800627043,0.096009495637855,10,1,1,54,32,0,0,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.3928620320239697
27917,2.118305321018274,2.4361146925427035,2.1623703133552263,13,2,2,309,40,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,-5.294221541763879
27919,0.8952181204954743,1.8636815101791897,2.1623703133552263,10,1,2,380,40,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-7.516952056447535
27927,-0.6089836129305466,0.7188151454521616,1.4735833741161026,7,0,2,213,40,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-6.398043165861891
27941,0.6141035875922537,1.2912483278156757,1.4735833741161026,10,1,2,486,40,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,-7.156835803474679
27946,0.6927707605156008,-0.2352401584870283,-0.5927774436012687,13,1,2,190,40,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.184704658130632
27947,-1.2520692246196692,-1.1892954624262182,0.096009495637855,7,0,1,36,23,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.73825542676419
27948,-0.5904812989168657,-0.9984844016383804,-0.5927774436012687,9,1,2,30,8,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.6786628336761695
27967,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,119,40,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.052323485674893
27968,-1.813568499439666,-1.5709175840018943,-0.5927774436012687,6,0,1,14,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.2270085754265816
27969,-1.1719424697234329,-1.1892954624262182,-0.5927774436012687,8,0,2,38,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-6.330189492860591
27974,-2.0145562774466503,-2.1433507663654083,-1.9703513220795164,7,0,1,28,13,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,-1.7846959166398777
27977,-2.6164838252079874,-2.90659500951676,-2.65913826131864,6,0,1,10,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.1778249718646817
27981,-1.2123707426647732,-1.5709175840018943,-0.5927774436012687,8,0,1,11,9,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.2098758468786248
27984,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,2,63,12,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-3.4231982917439963
27986,-0.9312562097615524,-0.9984844016383804,0.096009495637855,8,0,1,29,24,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.2624711502515076
27988,-0.3100965570000895,-1.1892954624262182,-0.5927774436012687,10,1,1,50,35,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-1.7895236161995198
27995,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,2,49,9,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.463889305897684
28004,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,2,128,40,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.6854439701075807
28009,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,2,60,19,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-5.684479241391672
28010,0.2918309907612478,-0.4260512192748663,0.096009495637855,11,1,1,70,40,0,0,0,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.717717746188775
28023,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,121,40,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3.36939867981886
28026,-0.2696682840587491,-0.8076733408505423,-0.5927774436012687,10,1,1,62,40,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.251229573826918
28027,1.2742319313221673,-0.0444290976991903,-0.5927774436012687,14,2,1,103,40,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-2.3805134111274127
28034,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,2,42,10,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-5.360017231447517
28042,0.8732921615678142,-0.2352401584870283,0.096009495637855,12,2,1,59,40,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-3.201385713912676
28052,0.6927707605156008,-0.2352401584870283,-0.5927774436012687,13,1,3,314,40,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3.2266082462517307
28056,0.6126440056193639,-0.2352401584870283,0.096009495637855,12,1,2,193,20,0,0,1,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.48818976967856
28060,-1.1719424697234329,-1.1892954624262182,-0.5927774436012687,8,0,2,56,17,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.91328757282376
28061,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,78,40,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.5689848503978765
28069,1.5950449461802845,0.1463819630886477,-0.5927774436012687,15,2,3,220,24,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,-4.08282870700303
28071,0.9534189164640512,-0.2352401584870283,-0.5927774436012687,13,2,2,124,32,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,-3.025791866349492
28072,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,240,22,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,-5.845625113761654
28079,-0.6104431949034358,-0.8076733408505423,0.096009495637855,9,0,2,55,10,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.911290170867895
28085,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,2,170,40,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.906919036900808
28090,-0.2492019071039788,-0.2352401584870283,0.096009495637855,10,0,3,242,40,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-5.4960634566135536
28101,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,205,40,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.072035924012864
28106,0.2918309907612478,-0.4260512192748663,0.096009495637855,11,1,1,54,39,0,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1.4884333859126049
28107,0.9334570204774812,-0.0444290976991903,0.096009495637855,13,1,2,79,40,0,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-3.525933651686582
28110,1.8761594790835048,0.7188151454521616,0.096009495637855,15,2,2,264,40,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3.113912733366916
28113,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,2,234,40,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.077574821109582
28117,1.554616673238944,-0.2352401584870283,-0.5927774436012687,15,2,1,94,40,0,0,0,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.2574227369741715
28118,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,2,119,40,0,0,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.9003890483781953
28119,1.8761594790835048,0.7188151454521616,0.096009495637855,15,2,2,161,40,0,0,1,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3.431758132545468
28133,0.6927707605156008,-0.2352401584870283,-0.5927774436012687,13,1,2,148,40,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-2.849423060600347
28134,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,2,143,40,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.218608085186988
28144,-0.2492019071039788,-0.2352401584870283,0.096009495637855,10,0,3,223,29,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-5.966635481494612
28146,-0.9716844827028928,-1.3801065232140564,0.096009495637855,8,0,1,33,19,1,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.2468317647711777
28152,-1.2520692246196692,-1.1892954624262182,0.096009495637855,7,0,1,11,9,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.50778513686133
28161,-0.9716844827028928,-1.3801065232140564,0.096009495637855,8,0,1,26,15,1,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.286604958429925
28162,-1.77387001748477,-1.9525397055775704,-1.2815643828403924,7,0,1,21,13,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.4050929232910017
28165,-0.6508714678447762,-1.1892954624262182,0.096009495637855,9,0,1,38,28,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-2.729361584231251
28167,-0.229969802103853,-1.1892954624262182,-1.2815643828403924,11,1,2,81,32,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-2.2473004765166498
28172,1.8761594790835048,0.7188151454521616,0.096009495637855,15,2,2,252,40,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,-3.799667348426703
28174,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,3,250,32,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.576659945177627
28177,0.011446248844472,-0.2352401584870283,0.096009495637855,10,1,2,95,40,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.264887404678705
28180,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,245,30,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,-7.098000304916035
28188,0.9334570204774812,-0.0444290976991903,0.096009495637855,13,1,3,228,40,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-7.203634496777033
28192,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,217,7,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-7.712060155047798
28195,-1.4927554845815494,-1.3801065232140564,-0.5927774436012687,7,0,2,42,17,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-3.504436071080483
28196,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,285,40,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-5.158806633888849
28198,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,2,79,36,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-4.517073651388591
28201,1.033545671360287,-0.2352401584870283,-1.2815643828403924,14,2,2,160,40,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-3.515103964786001
28208,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,358,29,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-6.099332560867608
28214,1.9562862339797409,0.7188151454521616,-0.5927774436012687,16,2,3,606,40,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-5.956816802199714
28218,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,193,9,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,-9.852682377994295
28220,1.5553464642253878,0.5280040846643237,0.096009495637855,14,2,2,235,40,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-5.708868175589423
28222,0.3322592637025882,-0.0444290976991903,0.096009495637855,11,1,2,35,12,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-5.341312620120747
28231,0.6927707605156008,-0.2352401584870283,-0.5927774436012687,13,1,2,289,40,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-5.243238740946595
28235,0.3719577456574836,-0.4260512192748663,-0.5927774436012687,12,1,2,234,40,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.733809367959424
28239,-0.5303164400071995,-0.8076733408505423,-0.5927774436012687,10,0,3,382,40,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-7.052152290901748
28243,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,666,40,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.637093228574378
28251,2.196972493941621,0.9096262062399996,0.096009495637855,16,2,2,575,40,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.99394055780825
28263,-1.412628729685313,-1.3801065232140564,-1.2815643828403924,8,0,2,55,25,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.2999097398802006
28265,-0.8511294548653161,-0.9984844016383804,-0.5927774436012687,9,0,2,111,40,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-3.2293029884795867
28278,0.7331990334569413,0.1463819630886477,-0.5927774436012687,13,1,3,260,40,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.572157670498409
28287,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,3,256,35,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,-8.995129943039618
28299,-0.1498430472076172,-1.1892954624262182,-1.9703513220795164,12,1,2,94,40,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-1.995885382398743
28308,2.196972493941621,0.9096262062399996,0.096009495637855,16,2,2,341,40,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-3.776919233197981
28313,-0.2896301800453191,-0.6168622800627043,0.096009495637855,10,0,3,312,40,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-8.293175400330568
28320,-0.8107011819239758,-0.6168622800627043,-0.5927774436012687,9,0,3,370,40,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-7.621986896292673
28321,0.7331990334569413,0.1463819630886477,-0.5927774436012687,13,1,3,552,40,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-6.276065288777626
28323,0.9738852934188216,0.3371930238764857,0.096009495637855,13,1,3,442,12,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,-7.893086866869305
28329,-0.2492019071039788,-0.2352401584870283,0.096009495637855,10,0,3,307,14,1,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,-6.910125862276436
28332,0.6530722785607043,0.1463819630886477,0.096009495637855,12,1,2,109,40,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.418799736973185
28334,0.412386018598824,-0.0444290976991903,-0.5927774436012687,12,1,2,109,35,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-3.763547015939836
28336,1.033545671360287,-0.2352401584870283,-1.2815643828403924,14,2,2,177,40,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,-2.809339432898439
28340,1.9562862339797409,0.7188151454521616,-0.5927774436012687,16,2,3,646,40,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,-4.744378597430819
28346,-1.0918157148271963,-1.1892954624262182,-1.2815643828403924,9,0,3,213,26,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-4.909273556834342
28350,0.412386018598824,-0.0444290976991903,-0.5927774436012687,12,1,3,476,40,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,-6.851526153582139
